Entity_ID,ORG_Entity,Matched_Category,Annotated_Category
2188,Generalna Dyrekcja Ochrony środowiska,Other / Unclear,
2190,EMSA,Other / Unclear,
2191,COBORU,Other / Unclear,
2194,Polsat Rodzina,Other / Unclear,
2195,Raidel,Other / Unclear,
2196,Violin Channel,Other / Unclear,
2197,WUP,Other / Unclear,
2199,INoK,Other / Unclear,
2200,SAK,Other / Unclear,
2201,AM Gdańsk,Other / Unclear,
2202,ZM OLEWNIK,Other / Unclear,
2204,RAWAGiem,Other / Unclear,
2205,Orlen Południe,Other / Unclear,
2206,Times of Israel,Other / Unclear,
2208,NIKARD,Other / Unclear,
2209,Bukaresztańska Dziewiątka,Other / Unclear,
2210,KochH&K/Alpine Metal,Other / Unclear,
2211,Mostostal,Other / Unclear,
2212,Wielkiej Orkiestry Świątecznej Pomocy,Other / Unclear,
2213,EIT RawMaterials,Other / Unclear,
2215,Actia Forum,Other / Unclear,
2216,Gedenkstätte Andreasstraße,Other / Unclear,
2219,MNiSW,Other / Unclear,
2221,RBO,Other / Unclear,
2223,Technodar,Other / Unclear,
2224,CSW ELEKTROWNIA,Other / Unclear,
2225,Mikromed,Other / Unclear,
2228,Książnicy Beskidzkiej,Other / Unclear,
2229,OBWE,Other / Unclear,
2230,WIChiR,Other / Unclear,
2231,Łódzką Filmówką,Other / Unclear,
2233,INTERMAG,Other / Unclear,
2234,INTERREG,Other / Unclear,
2236,GCM Ochojec,Other / Unclear,
2237,Wolters Kluwer,Other / Unclear,
2239,ALIEN,Other / Unclear,
2240,GEON,Other / Unclear,
2241,Silesian Greenpower,Other / Unclear,
2242,KOROUN,Other / Unclear,
2243,Emaus,Other / Unclear,
2245,Elektromasz,Other / Unclear,
2248,Zespołu Doradczego ds. Kryzysu Klimatycznego,Other / Unclear,
2249,Nynas,Other / Unclear,
2250,Pionu Zatrudnienia i Rynku Pracy,Other / Unclear,
2252,Biura Wystaw Artystycznych,Other / Unclear,
2253,WNoZiKŚ,Other / Unclear,
2255,EPTA,Other / Unclear,
2257,ACR,Other / Unclear,
2258,Transgranicznego Wirtualnego Centrum Informacji,Other / Unclear,
2259,Jednostek Centrum Usług Wspólnych,Other / Unclear,
2260,LSJiKP,Other / Unclear,
2261,WGUW,Other / Unclear,
2263,Partnerstwa Wschodniego,Other / Unclear,
2266,Copernicus Atmospheric Monitoring Services,Other / Unclear,
2267,KOM,Other / Unclear,
2268,TFK,Other / Unclear,
2269,EFSA,Other / Unclear,
2270,SAS ESCMID,Other / Unclear,
2272,RZHOiK,Other / Unclear,
2274,Weekendavisen,Other / Unclear,
2276,ALEUS,Other / Unclear,
2277,Geotermia Poddębice,Other / Unclear,
2281,Focus,Other / Unclear,
2282,PISCIS,Other / Unclear,
2283,Centrum Polsko-Rosyjskiego Dialogu i Porozumienia,Other / Unclear,
2284,BHH Mikrohuta,Other / Unclear,
2285,Mosslab,Other / Unclear,
2289,Deutsche Bundesbank,Other / Unclear,
2291,EUROPOLU,Other / Unclear,
2292,IPCN,Other / Unclear,
2294,Energa,Other / Unclear,
2295,Klaster Zielona Chemia,Other / Unclear,
2298,AM Łódź,Other / Unclear,
2300,Biura Pełnomocnika Rządu do Spraw Osób Niepełnosprawnych,Other / Unclear,
2301,Kompetenz- und Koordinationszentrum Polnisch,Other / Unclear,
2302,Cornet,Other / Unclear,
2305,CKUM,Other / Unclear,
2306,NCEŻ,Other / Unclear,
2307,Organu Doradczego Zarządu PZSN,Other / Unclear,
2308,Wageningen UR,Other / Unclear,
2309,Inspekcję Sanitarną,Other / Unclear,
2311,MOSTOSTAL,Other / Unclear,
2314,TDJ-Estate,Other / Unclear,
2316,Advanced Robotic Engineering,Other / Unclear,
2317,WWF Polska,Other / Unclear,
2318,PIT-RADWAR,Other / Unclear,
2319,Rossman,Other / Unclear,
2320,PWN,Other / Unclear,
2321,PISM,Other / Unclear,
2322,MCC,Other / Unclear,
2323,Les Arts Florissants,Other / Unclear,
2324,Idea Center,Other / Unclear,
2326,Reading Religion,Other / Unclear,
2327,Agencją Rozwoju Przemysłu,Other / Unclear,
2329,Polskiego Komitetu Normalizacji,Other / Unclear,
2331,CERME,Other / Unclear,
2332,EPAAC,Other / Unclear,
2334,NCBR,Other / Unclear,
2340,Pracodawcy Lubelszczyzny „Lewiatan,Other / Unclear,
2344,Redemptoris Missio,Other / Unclear,
2347,Radpoint,Other / Unclear,
2348,WP UW,Other / Unclear,
2349,ITC PW,Other / Unclear,
2351,MIP,Other / Unclear,
2355,ZWD,Other / Unclear,
2356,PTN,Other / Unclear,
2358,AICA,Other / Unclear,
2359,COLąd,Other / Unclear,
2360,Joint Chiefs of Staff,Other / Unclear,
2362,SKBM,Other / Unclear,
2364,PEMC,Other / Unclear,
2368,INO,Other / Unclear,
2369,MRIRW,Other / Unclear,
2372,Komitetu Standardów Rachunkowości,Other / Unclear,
2373,Ad Moto,Other / Unclear,
2374,I LO,Other / Unclear,
2375,Morski Oddział SG,Other / Unclear,
2376,BHMW,Other / Unclear,
2377,E-Mito,Other / Unclear,
2378,MRiRW,Other / Unclear,
2379,Zespołu ds. Polityki Historycznej,Other / Unclear,
2380,ENERGA SA,Other / Unclear,
2381,ITF,Other / Unclear,
2382,IKP UW,Other / Unclear,
2383,Nord Emporium,Other / Unclear,
2385,RRK,Other / Unclear,
2388,EBMT,Other / Unclear,
2389,Fund. Indie Games Polska,Other / Unclear,
2390,Tesco,Other / Unclear,
2392,KGHM Zakłady Górnicze Lubin,Other / Unclear,
2393,ELBIT,Other / Unclear,
2397,EDUMARK,Other / Unclear,
2398,Danfoss,Other / Unclear,
2399,KIOD,Other / Unclear,
2401,IUNG,Other / Unclear,
2403,URB TOPOLSCY,Other / Unclear,
2404,Natural resources & Environmental Effects,Other / Unclear,
2405,Boston Symphony Orchestra,Other / Unclear,
2406,GTN-G,Other / Unclear,
2407,Express Bydgoski,Other / Unclear,
2408,Biura Ruchu Drogowego KGP,Other / Unclear,
2410,Wytwórnia Filmowa „Russkij put,Other / Unclear,
2411,PTK,Other / Unclear,
2412,Nichia,Other / Unclear,
2413,Centrum ds. Zdarzeń Radiacyjnych PAA,Other / Unclear,
2414,MIR-PIB,Other / Unclear,
2415,Visum Clinic,Other / Unclear,
2416,IGC,Other / Unclear,
2417,HeidelbergCement AG,Other / Unclear,
2419,Instytucie Niskich Temperatur,Other / Unclear,
2420,Scania,Other / Unclear,
2423,REPROPOL-u,Other / Unclear,
2424,SOLHOTAIR,Other / Unclear,
2425,Semperoper,Other / Unclear,
2426,ŁYF,Other / Unclear,
2427,ZSZA,Other / Unclear,
2428,Avio Aero GE Aviation Business,Other / Unclear,
2430,ECP,Other / Unclear,
2431,Safran,Other / Unclear,
2432,IHW,Other / Unclear,
2433,EDO,Other / Unclear,
2435,ICHPW,Other / Unclear,
2437,Związek Pracodawców Branży Internetowej IAB Polska,Other / Unclear,
2439,Kaufland,Other / Unclear,
2440,Qwerty,Other / Unclear,
2441,LOFT Decora,Other / Unclear,
2442,BAAD Games Studio,Other / Unclear,
2444,American Mathematical Society,Other / Unclear,
2445,ASA,Other / Unclear,
2446,Ruberg AB,Other / Unclear,
2447,CPTAC,Other / Unclear,
2448,PGZ,Other / Unclear,
2449,SPACE PL,Other / Unclear,
2450,Trójkąta Lubelskiego,Other / Unclear,
2451,KIiA,Other / Unclear,
2454,IG UP,Other / Unclear,
2456,PBŚ,Other / Unclear,
2457,PKN,Other / Unclear,
2459,IF UO,Other / Unclear,
2461,Menavitin GmbH,Other / Unclear,
2463,Alamty,Other / Unclear,
2467,Zakładu Ubezpieczeń Społecznych,Other / Unclear,
2468,Allied Command Transformation,Other / Unclear,
2469,CLOR,Other / Unclear,
2470,Mixed Works,Other / Unclear,
2471,RAFAKO,Other / Unclear,
2472,Ambasadą Kanady,Other / Unclear,
2473,Rozenblat,Other / Unclear,
2474,Komitet Odbudowy Polskiego Cmentarza,Other / Unclear,
2476,NZOZ Creator,Other / Unclear,
2477,NCBiR,Other / Unclear,
2478,ŁODR,Other / Unclear,
2479,Centrum Prewencji Terrorystycznej ABW,Other / Unclear,
2481,LBG Kostrzyca,Other / Unclear,
2482,IARC,Other / Unclear,
2483,PIED,Other / Unclear,
2485,Trybunał Konstytucyjny,Other / Unclear,
2486,AON,Other / Unclear,
2487,Hydrotech ZOŚ,Other / Unclear,
2488,WCZ,Other / Unclear,
2490,Centrów Zarządzania Kryzysowego,Other / Unclear,
2491,Pratt & Whitney,Other / Unclear,
2492,CBRTP CBRTP,Other / Unclear,
2493,The Karski Educational Foundation,Other / Unclear,
2494,GUMed,Other / Unclear,
2496,WHiSM,Other / Unclear,
2497,WAAM,Other / Unclear,
2498,ESGIB,Other / Unclear,
2499,AGAPLAST,Other / Unclear,
2500,ŁZS Amicus,Other / Unclear,
2501,Polskiego Związku Producentów Szparaga,Other / Unclear,
2502,RED-BUD,Other / Unclear,
2503,UMWL,Other / Unclear,
2505,WNT,Other / Unclear,
2506,KM UJK,Other / Unclear,
2507,MossLab,Other / Unclear,
2508,IERiGŻ,Other / Unclear,
2509,PTE,Other / Unclear,
2510,Rockwell Collins,Other / Unclear,
2512,ChM,Other / Unclear,
2513,IERiGŻ-PIB,Other / Unclear,
2514,EZRA UKSW,Other / Unclear,
2515,Polską Macierzą Szkolną,Other / Unclear,
2516,Sudecka Zagroda Edukacyjna,Other / Unclear,
2517,PAA,Other / Unclear,
2518,Singer Instruments,Other / Unclear,
2519,Śląskiego Okręgowego Oddziału PCK,Other / Unclear,
2520,FRONTEX,Other / Unclear,
2521,KMO,Other / Unclear,
2522,Eko-Farm,Other / Unclear,
2523,OBiKJŚ Katowice,Other / Unclear,
2524,MarMar Investment,Other / Unclear,
2525,Komitetu do Spraw Pożytku Publicznego,Other / Unclear,
2526,Thales,Other / Unclear,
2528,WITU,Other / Unclear,
2530,Instruktorów Nord Walk,Other / Unclear,
2531,PAŻP,Other / Unclear,
2532,Uponor Infra,Other / Unclear,
2533,Ud’A,Other / Unclear,
2535,VOX,Other / Unclear,
2536,Intratic,Other / Unclear,
2537,Olimp Labs,Other / Unclear,
2540,WGMS National Correspondent,Other / Unclear,
2541,United States Fleet Forces Command,Other / Unclear,
2542,TES,Other / Unclear,
2544,Centrum Badawczo-Produkcyjnego ALCOR,Other / Unclear,
2547,Astronomische Geselschaft,Other / Unclear,
2548,Centrum Leczenia Oparzeń,Other / Unclear,
2551,Elbit,Other / Unclear,
2553,Komitetów Technicznych RILEM CMS,Other / Unclear,
2555,Astronika,Other / Unclear,
2556,Okręgowych Stacji Chemiczno-Rolniczych,Other / Unclear,
2557,Tauron,Other / Unclear,
2558,Stahlton AG,Other / Unclear,
2559,NCI,Other / Unclear,
2560,NCBIR,Other / Unclear,
2561,Team Europe,Other / Unclear,
2562,INOB,Other / Unclear,
2563,Zespołu,Other / Unclear,
2564,BrainTech,Other / Unclear,
2565,INoPiB USz,Other / Unclear,
2566,Doto,Other / Unclear,
2568,MNW,Other / Unclear,
2569,Bardeta-Biedla,Other / Unclear,
2572,UHK,Other / Unclear,
2573,SSEES,Other / Unclear,
2574,WWF,Other / Unclear,
2575,Centrów Usług Wspólnych,Other / Unclear,
2576,GUGiK,Other / Unclear,
2578,COSMO,Other / Unclear,
2579,Kaiping Genuine,Other / Unclear,
2580,KUL,Other / Unclear,
2581,HAMKARI,Other / Unclear,
2586,KFiT,Other / Unclear,
2587,Lewica,Other / Unclear,
2588,Generalną Dyrekcję Ochrony Środowiska,Other / Unclear,
2590,CREDO,Other / Unclear,
2591,Inspekcji Weterynaryjnej,Other / Unclear,
2592,New Connect,Other / Unclear,
2593,KSR,Other / Unclear,
2594,PAP,Other / Unclear,
2595,POLSA,Other / Unclear,
2596,Zakładzie,Other / Unclear,
2597,UM Katowice,Other / Unclear,
2598,Dermena North America Inc.,Other / Unclear,
2599,Artluk,Other / Unclear,
2600,OSU,Other / Unclear,
2601,Baltic Rim Economies,Other / Unclear,
2602,Break The Silence,Other / Unclear,
2606,OZE,Other / Unclear,
2607,UPRP,Other / Unclear,
2612,KBF,Other / Unclear,
2614,UM Sopotu,Other / Unclear,
2615,VisioWave,Other / Unclear,
2617,PGE Baltica,Other / Unclear,
2618,PMOD,Other / Unclear,
2619,IFiS,Other / Unclear,
2620,VRSNet,Other / Unclear,
2621,GSI,Other / Unclear,
2622,BDK,Other / Unclear,
2623,ZMP,Other / Unclear,
2624,SIOPE,Other / Unclear,
2625,United Nations Economic Commission for Europe,Other / Unclear,
2627,MIiR,Other / Unclear,
2628,RM Proinvest,Other / Unclear,
2632,SAULE,Other / Unclear,
2633,StreamSoft,Other / Unclear,
2634,"Dyrekcja Generalna ds. Zatrudnienia, Spraw Społecznych i Włączenia Społecznego",Other / Unclear,
2637,MPC,Other / Unclear,
2638,Phenomenology and Mental Health Network,Other / Unclear,
2640,Apeiron,Other / Unclear,
2641,IBC,Other / Unclear,
2644,INP UO,Other / Unclear,
2645,PKN Orlen,Other / Unclear,
2646,Global Land Ice Measurements,Other / Unclear,
2647,PKP PLK,Other / Unclear,
2648,Wiener Philharmoniker,Other / Unclear,
2649,IGSEiGP UŚ,Other / Unclear,
2650,ASP Gdańsk,Other / Unclear,
2651,WITPiS,Other / Unclear,
2653,MCK,Other / Unclear,
2654,Cynora,Other / Unclear,
2655,ECS,Other / Unclear,
2656,ZMW,Other / Unclear,
2657,Bumera,Other / Unclear,
2658,PUFP,Other / Unclear,
2659,Nielsen BookScan Polska,Other / Unclear,
2660,Precisely,Other / Unclear,
2663,Platformie Sygnalizacji Agrofagów,Other / Unclear,
2665,Biblical Annals,Other / Unclear,
2667,ERCE,Other / Unclear,
2668,ZSSiK,Other / Unclear,
2669,FOP AVIA,Other / Unclear,
2670,National Snow and Ice Data Center,Other / Unclear,
2671,MGMIC,Other / Unclear,
2672,Państwowemu Gospodarstwu Wodnemu Wody Polskie,Other / Unclear,
2673,Planetarium EC1,Other / Unclear,
2674,Zarządu,Other / Unclear,
2675,Business Centre Club,Other / Unclear,
2676,Pollena Aroma,Other / Unclear,
2677,ISPAH-GAPA,Other / Unclear,
2678,RGD Dłoń,Other / Unclear,
2679,CAMS,Other / Unclear,
2680,GDLP,Other / Unclear,
2682,Archaeological Heritage Office of Saxony,Other / Unclear,
2683,SDGs,Other / Unclear,
2685,ABW,Other / Unclear,
2688,Związku Banków Polskich,Other / Unclear,
2689,WOM,Other / Unclear,
2690,AWF Katowice,Other / Unclear,
2691,Die Zeit,Other / Unclear,
2692,WSM,Other / Unclear,
2694,Afrykański Bank Rozwoju,Other / Unclear,
2695,IPSC SG,Other / Unclear,
2696,RSzB,Other / Unclear,
2697,ENT SA,Other / Unclear,
2700,ICM,Other / Unclear,
2701,WSA,Other / Unclear,
2702,LOT,Other / Unclear,
2704,UAM,Other / Unclear,
2705,KETTLER,Other / Unclear,
2706,Stanisław Pochwała DELTA,Other / Unclear,
2708,Nevomo,Other / Unclear,
2709,Zakład Aerologii Górniczej GIG,Other / Unclear,
2710,CSW Łaźnia,Other / Unclear,
2713,Centrum Certyfikacji Jakości WAT,Other / Unclear,
2714,CMFE,Other / Unclear,
2715,Konsorcjum,Other / Unclear,
2717,WZ UŁ,Other / Unclear,
2718,URE,Other / Unclear,
2719,oTMS,Other / Unclear,
2720,GIS,Other / Unclear,
2722,Kina Pomorzanin,Other / Unclear,
2723,Uniwersytecie Gdańskim,Other / Unclear,
2725,ISTEW,Other / Unclear,
2726,Control Process,Other / Unclear,
2727,BBODN,Other / Unclear,
2728,PGWody Polskie,Other / Unclear,
2733,CyberLAB,Other / Unclear,
2735,UPM,Other / Unclear,
2737,BCM,Other / Unclear,
2739,Lotos Petrobaltic,Other / Unclear,
2743,Zgromadzenie Związku,Other / Unclear,
2744,ZEM,Other / Unclear,
2745,NPRH,Other / Unclear,
2747,Talmex,Other / Unclear,
2748,EKT,Other / Unclear,
2749,Marynarka Wojenna,Other / Unclear,
2750,DAK-POL,Other / Unclear,
2751,SP ZOZ MSWiA,Other / Unclear,
2752,OPERAS,Other / Unclear,
2753,NSCR,Other / Unclear,
2755,Laboratoriach Biomasy i Waloryzacji Odpadów,Other / Unclear,
2756,Green Hat,Other / Unclear,
2760,NPOA,Other / Unclear,
2761,POIiŚ,Other / Unclear,
2763,Van Storm,Other / Unclear,
2765,Komitet Budżetu i Finansów,Other / Unclear,
2767,EUSST,Other / Unclear,
2769,Oak Ridge National Laboratory,Other / Unclear,
2771,Romeo Records,Other / Unclear,
2773,Palos Sports Inc.,Other / Unclear,
2779,Ogrodu Botanicznego,Other / Unclear,
2781,Gdańska Stocznia „REMONTOWA,Other / Unclear,
2783,Energo-Complex,Other / Unclear,
2787,IRMiR,Other / Unclear,
2788,ICOM,Other / Unclear,
2789,KW UPP,Other / Unclear,
2791,Organizacja JPICH Heritage in Changing Environments,Other / Unclear,
2793,Swiss Krono,Other / Unclear,
2794,Komitet Organizacyjny,Other / Unclear,
2795,EHTiC,Other / Unclear,
2796,Plantarum,Other / Unclear,
2797,Departamentem Ryzyka Finansowego i Rynkowego,Other / Unclear,
2798,KSB Grinding Expertise,Other / Unclear,
2799,Greenpeace,Other / Unclear,
2801,KHGiS,Other / Unclear,
2802,Inkubatorem Przedsiębiorczości STARTER,Other / Unclear,
2803,Waste Klastra,Other / Unclear,
2806,ETUC,Other / Unclear,
2807,KGP,Other / Unclear,
2808,Auchan,Other / Unclear,
2810,ICOS,Other / Unclear,
2811,Norwegian Ministry of Petroleum and Energy,Other / Unclear,
2813,Swedish Armed Forces National CBRN,Other / Unclear,
2814,Ossolineum,Other / Unclear,
2815,NanoCarbon,Other / Unclear,
2816,Ambasadę Irlandii,Other / Unclear,
2817,Exgeo,Other / Unclear,
2818,Centrum Języka Portugalskiego,Other / Unclear,
2819,KIPA,Other / Unclear,
2821,MPE,Other / Unclear,
2824,Chengdu Centre of China Geological Survey,Other / Unclear,
2825,Zakładów Mięsnych Dystrybucja,Other / Unclear,
2826,IF UMCS,Other / Unclear,
2828,Mały Ssak,Other / Unclear,
2829,MIM,Other / Unclear,
2830,Elektrowni Siersza,Other / Unclear,
2832,Sustainable Innovation,Other / Unclear,
2834,Scheidt & Bachmann Polska,Other / Unclear,
2837,KSAP,Other / Unclear,
2839,PGL LP,Other / Unclear,
2843,Światową Organizację Meteorologiczną,Other / Unclear,
2845,Berliner Philharmoniker,Other / Unclear,
2846,IUNC,Other / Unclear,
2851,IMM,Other / Unclear,
2853,OSTO,Other / Unclear,
2854,TEWA,Other / Unclear,
2855,RCIiTT,Other / Unclear,
2856,Los Angeles Philharmonic Orchestra,Other / Unclear,
2857,Corum,Other / Unclear,
2859,Orange Polska SA,Other / Unclear,
2860,FDRL,Other / Unclear,
2861,OSFP,Other / Unclear,
2862,Fundacją F.Kropka,Other / Unclear,
2864,PTDL,Other / Unclear,
2865,UKSW,Other / Unclear,
2866,NIH,Other / Unclear,
2867,UP Lublin,Other / Unclear,
2868,Jawar,Other / Unclear,
2869,Archiwum Społeczne Sulejówka,Other / Unclear,
2870,Manreza,Other / Unclear,
2872,Prokuratury,Other / Unclear,
2874,Zespół Diatomologii,Other / Unclear,
2876,SATAGRO,Other / Unclear,
2878,"Spółdzielnia Produkcyjna ""Előre",Other / Unclear,
2881,GEECT,Other / Unclear,
2882,S&D,Other / Unclear,
2883,IChF,Other / Unclear,
2884,WNoZiKŚ UWr,Other / Unclear,
2885,LAB-EL,Other / Unclear,
2886,Uniwersytecie SWPS,Other / Unclear,
2887,EARS-Net,Other / Unclear,
2888,Haxon Telecom,Other / Unclear,
2889,ŻIH,Other / Unclear,
2890,German Marshall Fund of the United States,Other / Unclear,
2892,POLINQ,Other / Unclear,
2893,KWP,Other / Unclear,
2895,AGH,Other / Unclear,
2896,PIOIRO,Other / Unclear,
2897,Creative Desk Europe,Other / Unclear,
2898,Konsulat Francji,Other / Unclear,
2899,MOPS,Other / Unclear,
2900,Bach-Archiv,Other / Unclear,
2901,NTNU,Other / Unclear,
2902,Medcom,Other / Unclear,
2903,NEP4DISSENT,Other / Unclear,
2906,Andalusian Chambers of Physiotherapist,Other / Unclear,
2908,Calfert,Other / Unclear,
2909,Słupskiego Związku Ludności Pochodzenia Niemieckiego,Other / Unclear,
2911,Instytucie Rozwoju Terytorialnego,Other / Unclear,
2912,ORP Kormoran,Other / Unclear,
2913,TUW PZUW,Other / Unclear,
2915,UJD,Other / Unclear,
2916,FQS Poland,Other / Unclear,
2918,GIG,Other / Unclear,
2919,Poznańskie Centrum Superkomputerowo-Sieciowe,Other / Unclear,
2920,Fabryki,Other / Unclear,
2921,Błękitnego Patrolu,Other / Unclear,
2922,Euromath,Other / Unclear,
2923,Generalnej Dyrekcji Ochrony Środowiska,Other / Unclear,
2924,Instytucie Socjologii UG,Other / Unclear,
2926,Polmotors,Other / Unclear,
2930,Uniwersytecie Rzeszowskim,Other / Unclear,
2935,Skanska S. A.,Other / Unclear,
2936,NwP,Other / Unclear,
2938,UJ ASP,Other / Unclear,
2939,Euvic,Other / Unclear,
2940,Puremat Technologies,Other / Unclear,
2941,Funduszu Pracy,Other / Unclear,
2942,PBL,Other / Unclear,
2943,KONARCH,Other / Unclear,
2945,WSIiZ,Other / Unclear,
2949,Bosh,Other / Unclear,
2950,PJAMBP,Other / Unclear,
2951,Riela,Other / Unclear,
2952,Taropak/Foodpak,Other / Unclear,
2953,Gimnazjum nr 3,Other / Unclear,
2954,US Szczecin,Other / Unclear,
2957,OBR CTM Gdynia,Other / Unclear,
2958,CBRTP,Other / Unclear,
2959,CBM UAM,Other / Unclear,
2960,Rosomak SA,Other / Unclear,
2961,Lublin,Other / Unclear,
2962,Zakładu Energetycznego w Łomży,Other / Unclear,
2964,Polskiego Związku Lekkiej Atletyki,Other / Unclear,
2965,Społeczny Komitet Budowy Pomnika Niepodległości,Other / Unclear,
2969,Generalnego Inspektora Ochrony Danych Osobowych,Other / Unclear,
2970,Novasome,Other / Unclear,
2972,OPZiSD,Other / Unclear,
2973,Telewizję Polską,Other / Unclear,
2977,Mathworks,Other / Unclear,
2979,RDLS,Other / Unclear,
2981,ARIMR,Other / Unclear,
2982,Picto,Other / Unclear,
2984,ICTQT,Other / Unclear,
2986,PhoCa,Other / Unclear,
2987,IS US,Other / Unclear,
2988,Gospodarka Morska,Other / Unclear,
2990,NCK,Other / Unclear,
2991,CMW,Other / Unclear,
2993,NoZiJ,Other / Unclear,
2994,OPPZ,Other / Unclear,
2995,CK WAT,Other / Unclear,
2996,Zentronik,Other / Unclear,
2997,TorTech Nano Fibers Ltd.,Other / Unclear,
2998,UCTWIT,Other / Unclear,
2999,SEFF,Other / Unclear,
3000,KNF,Other / Unclear,
3002,Bank Światowy,Other / Unclear,
3004,KP PSP Oświęcim,Other / Unclear,
3006,CCI,Other / Unclear,
3007,Zakładzie Chemii Ogólnej i Nieorganicznej PBŚ,Other / Unclear,
3010,PTSE,Other / Unclear,
3013,INT UO,Other / Unclear,
3015,EŚW,Other / Unclear,
3016,ORCID,Other / Unclear,
3017,IGiK,Other / Unclear,
3018,RADWAG,Other / Unclear,
3020,Podmiot,Other / Unclear,
3021,Gruner + Jahr Polska,Other / Unclear,
3022,Cottbus-Senftenberg,Other / Unclear,
3023,LBK,Other / Unclear,
3025,IChPW,Other / Unclear,
3026,Wirtualny Sztetl,Other / Unclear,
3029,PODR,Other / Unclear,
3030,BSWP,Other / Unclear,
3032,An Giang VNU-Ho Chi Minh,Other / Unclear,
3033,PPP,Other / Unclear,
3034,GIK,Other / Unclear,
3035,GIODO,Other / Unclear,
3036,State Museum of History of Uzbekistan,Other / Unclear,
3040,SM Spomlek,Other / Unclear,
3041,IAEA,Other / Unclear,
3043,BEWISE,Other / Unclear,
3044,Ghetto Fighters,Other / Unclear,
3045,Polskiej Organizacji Turystycznej,Other / Unclear,
3046,UPL,Other / Unclear,
3047,Polskie Lobby Przemysłowe,Other / Unclear,
3049,ICME,Other / Unclear,
3051,Purella Innovation,Other / Unclear,
3052,Adiuvo Investments,Other / Unclear,
3055,MNAAHP,Other / Unclear,
3056,Agencji Rewitalizacji Starówki,Other / Unclear,
3059,APS,Other / Unclear,
3061,Służb Mundurowych,Other / Unclear,
3064,GARD,Other / Unclear,
3065,SNSF,Other / Unclear,
3066,RENON,Other / Unclear,
3067,Maschinenfabrik Reinhausen,Other / Unclear,
3069,Carus-Verlag,Other / Unclear,
3070,Honeywell,Other / Unclear,
3071,WA PK,Other / Unclear,
3072,Centrum Krwiodawstwa i Krwiolecznictwa MSWiA,Other / Unclear,
3073,Centrum Likwidacji Szkód INOTIS,Other / Unclear,
3074,WFiIS AGH,Other / Unclear,
3076,ZSK,Other / Unclear,
3077,Centrum Innowacji DEX,Other / Unclear,
3078,AZS UKW,Other / Unclear,
3079,ILiNM US,Other / Unclear,
3080,Remontowa Shipbuilding,Other / Unclear,
3082,Seco/Warwick,Other / Unclear,
3083,LUMAT,Other / Unclear,
3090,Papieskich Dzieł Misyjnych,Other / Unclear,
3091,Agniculi,Other / Unclear,
3094,BIPM,Other / Unclear,
3095,ZMPSiŚ,Other / Unclear,
3096,MORAD,Other / Unclear,
3097,Polskiego Związku Łowickiego,Other / Unclear,
3098,CoMo Consortium,Other / Unclear,
3099,Żabka,Other / Unclear,
3100,WKŚIR,Other / Unclear,
3101,Trade Negotiation Committee,Other / Unclear,
3102,ASHRAE,Other / Unclear,
3104,Germany,Other / Unclear,
3105,Katowicka Specjalna Strefa Ekonomiczna,Other / Unclear,
3108,ESFRI,Other / Unclear,
3109,Helmholtz Zentrum München,Other / Unclear,
3111,PTA,Other / Unclear,
3113,ADS,Other / Unclear,
3114,Time of Israel,Other / Unclear,
3115,UNU-EGOV,Other / Unclear,
3116,Bank Pekao,Other / Unclear,
3117,Science Advances,Other / Unclear,
3118,S&P Clever Reinforcement Polska,Other / Unclear,
3120,SANIMET,Other / Unclear,
3121,SPZ,Other / Unclear,
3122,OHIM,Other / Unclear,
3123,Ava Ag,Other / Unclear,
3124,"MagiQ Technologies, Inc.",Other / Unclear,
3125,PJ ILiJ,Other / Unclear,
3126,FAW,Other / Unclear,
3128,Enea,Other / Unclear,
3129,IKP,Other / Unclear,
3130,Zakładu Przeróbki Mechanicznej ZG „Sobieski,Other / Unclear,
3134,Sonac Uśnice,Other / Unclear,
3135,Teroplan S.A,Other / Unclear,
3138,WNPiSM UW,Other / Unclear,
3139,ZUS,Other / Unclear,
3140,GEM,Other / Unclear,
3143,Sieci,Other / Unclear,
3144,NIGRiR,Other / Unclear,
3146,DPS,Other / Unclear,
3148,Polskiego Związku Podnoszenia Ciężarów,Other / Unclear,
3149,UMG,Other / Unclear,
3151,Pododdziałem Ginekologii Onkologicznej,Other / Unclear,
3152,MORATEX,Other / Unclear,
3153,Wulf und Jewerly,Other / Unclear,
3154,Angelini Pharma,Other / Unclear,
3155,Związku Polaków na Białorusi,Other / Unclear,
3157,Slang UG,Other / Unclear,
3158,PFON,Other / Unclear,
3160,Balticsmith,Other / Unclear,
3161,IPT Fiber,Other / Unclear,
3163,WCh,Other / Unclear,
3165,INCh,Other / Unclear,
3169,ZOA,Other / Unclear,
3171,Uniwersytecie Stanu Michigan,Other / Unclear,
3172,Jewish Heritage Europe,Other / Unclear,
3173,ML System SA,Other / Unclear,
3174,Facebook Prodoteo,Other / Unclear,
3177,CEPOL,Other / Unclear,
3178,Funduszu Trójmorza,Other / Unclear,
3179,CAMD KUL,Other / Unclear,
3180,Eurovia Polska S. A.,Other / Unclear,
3183,Chengdu Dingzhihui Technology,Other / Unclear,
3184,EUROfusion,Other / Unclear,
3185,EuroFlow,Other / Unclear,
3186,LGD,Other / Unclear,
3188,Sigma-Aldrich,Other / Unclear,
3189,Departamentu Gironde,Other / Unclear,
3190,IUFRO,Other / Unclear,
